# AGC ra dec z zerr petroR90_r petroR50_r expAB_r petroMag_u petroMag_g petroMag_r petroMag_i petroMag_z lnLExp_r lnLDeV_r isoA_r isoPhi_r sigma sigmaErr ew ewErr chisq nu zWarning objID sepagc
# sepagc is separation between AGC position and DR7 position in arcsec
249114 212.38461304  8.67424488 0.025921 0.1176E-03   7.54   2.91 0.328 17.543823 16.450588 15.941590 15.682228 15.517709 -.310257E+03 -.225464E+04    34.97    9.03     1.832194     0.004883    67.23450470    0.55036598  629.62011719     6     0 587736542017028192    0.30
249115 212.40150452 10.72446442 0.037189 0.2044E-03   9.15   4.47 0.731 18.759205 17.565067 17.203022 16.950369 16.884401 -.243615E+02 -.566815E+03    25.77  121.05     1.422591     0.161133     4.18378210    0.36337000    4.23105001     7     0 587736477588914535    0.60
249116 212.41174316  9.56110764 0.038059 0.9153E-04   8.26   3.46 0.487 18.526669 17.295507 16.952171 16.717907 16.659828 -.464347E+02 -.724302E+03    28.21  157.39     1.883846     0.034180    12.55708981    0.23695999   34.85721588     8     0 588017992303771916    0.27
241408 212.43289185  8.06913376 0.024209 0.9368E-04  18.74   8.28 0.512 15.961010 14.346539 13.668274 13.320307 13.090604 -.130842E+05 -.207037E+05    82.85   70.82     3.263755     0.022311    33.23816299    0.24651600  185.94689941    32     0 587736541480222746    1.42
243850 212.43380737 11.11614513 0.021463 0.2421E-03  10.23   4.69 0.245 18.551119 17.713081 17.301971 17.048840 17.367863 -.101612E+02 -.382075E+03    41.28   33.63     2.070181     0.195312     5.21996689    0.37710300  150.96255493    14     0 588017703481246095    0.25
243964 212.43925476  6.71680927 0.019767 0.2351E-03   8.38   3.87 0.465 18.904202 17.463110 17.180199 17.087870 17.224476 -.518422E+02 -.497589E+03    32.80   40.62     1.627972     0.068359     7.89280510    0.29637200   12.07611847     6   512 587730022788497558    0.59
  9054 212.45251465  9.85846233 0.024158 0.8866E-04  15.73   6.75 0.571 16.780931 15.293133 14.611281 14.253366 14.093465 -.892500E+04 -.977647E+04    75.67   48.65     2.265888     0.029297    13.04930592    0.17254800    8.72646809     6     0 587736543627640870    1.47
240138 212.45945740 10.96118355 0.059727 0.1740E-03  16.95   6.90 0.331 16.947750 15.395585 14.757978 14.332393 14.171288 -.780296E+04 -.604097E+04    79.96    7.04     2.896552     0.195178     2.97101808    0.13445500   49.84762955    32   256 588017703481311257    1.06
240140 212.51689148 10.16528320 0.000000 0.0000E+00  15.91   6.15 0.718 16.539581 15.197907 14.627824 14.344243 14.174917 -.167791E+05 -.605616E+04    61.32   85.76     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017702407635059    0.00
240142 212.54173279 11.93435669 0.028019 0.1033E-03  14.90   6.03 0.350 17.042131 15.671534 15.147320 14.868557 14.737752 -.152274E+04 -.611917E+04    66.32   86.35     1.945611     0.024414    15.74926376    0.23622100    8.52420330     6     0 588017704555053185    1.85
713876 212.56050110 11.47255325 0.027506 0.8426E-04   9.57   3.59 0.629 17.258858 16.113350 15.623829 15.377819 15.167113 -.452182E+04 -.363722E+04    34.03   21.74     1.746559     0.014648    28.51173592    0.33282501   80.29553986    16     0 588017704018182222    0.38
249118 212.63545227  8.59496975 0.000000 0.0000E+00   9.11   4.49 0.507 22.671177 19.396872 19.472807 19.036684 19.480101 -.667408E+01 -.603997E+01    18.70  177.45     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542017159483    0.00
243972 212.64807129  6.41422129 0.056336 0.9609E-04   8.38   4.31 0.812 18.149172 17.172163 16.814579 16.561684 16.366142 -.896572E+03 -.124490E+04    24.42   56.68     1.674246     0.034180    21.21802711    0.37621501    7.45175886     6     0 587730022251692261    0.58
240146 212.68212891  8.99656296 0.023565 0.9251E-04  20.69   7.22 0.616 16.348837 14.461303 13.894413 13.547282 13.380407 -.115962E+05 -.672796E+04    85.77  165.77     2.044711     0.073242     2.33670807    0.08041300   43.27117157     7     0 587736542554030108    0.41
  9072 212.73895264  6.36485386 0.000000 0.0000E+00  25.81  10.98 0.588 15.296391 13.635898 12.949188 12.565229 12.351926 -.198992E+05 -.221774E+05   117.61   75.86     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587730022251757617    0.00
249119 212.76383972 10.55643368 0.015777 0.1194E-03   5.90   2.40 0.586 19.217867 18.054752 17.722704 17.582718 17.642820 -.383479E+01 -.333080E+03    20.06   88.52     1.568358     0.043945    12.77958584    0.32923001  156.52708435    17     0 588017702944571618    0.36
240153 212.80577087 11.37249851 0.024239 0.9461E-04  12.63   5.04 0.260 17.390450 16.317640 15.916009 15.677068 15.485645 -.546338E+02 -.248857E+04    52.81    2.17     1.546392     0.014648    35.74681091    0.42421499   93.17187500     6     0 588017704018313360    1.60
249120 212.81809998  9.22580242 0.024321 0.1024E-03  14.18   6.41 0.684 19.434128 17.742735 17.427319 17.299692 17.996902 -.119622E+03 -.278936E+03    24.82   70.38     1.657732     0.014648   149.46362305    1.60648406   42.02444458     6 65536 588017991767097592    4.16
249121 212.87779236  8.39793873 0.035944 0.8666E-04   6.05   2.68 0.423 19.081350 18.017384 17.813877 17.506802 17.985882 -.164953E+02 -.212763E+03    19.40  167.65     1.643739     0.014648    58.81800842    0.61749500   48.92767334     7     0 588017990693421119    0.61
240155 212.89131165  8.35679531 0.000000 0.0000E+00  14.12   6.30 0.744 16.358673 15.297510 14.958536 14.733025 14.651129 -.884552E+03 -.800692E+04    53.21  160.81     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017990693421247    0.00
240157 212.90113831  8.80973434 0.022832 0.1717E-03  15.09   4.89 0.480 17.076719 15.194216 14.303447 13.849455 13.549496 -.180802E+05 -.164666E+04    69.36   66.54     0.500005     5.000000     0.02290300    0.02958300   57.28072739    17     0 588017991230292116    1.09
241924 212.96401978  8.50001049 0.024786 0.1082E-03  11.94   4.75 0.219 19.414454 17.638332 17.091442 17.262077 17.451303 -.549619E+01 -.366311E+03    48.21   33.17     1.618328     0.053711    15.38658047    0.42635000   13.43492413     6     0 587736542017290280    2.02
249122 212.96658325  9.75244331 0.025494 0.1057E-03  16.69   9.11 0.828 17.549271 16.332342 15.902500 15.775182 15.890369 -.480229E+03 -.179264E+04    46.77   17.15     1.685365     0.063477    10.50559998    0.32740799    5.85953999     6     0 587736543627837689    0.34
240161 213.01130676 10.37547970 0.032725 0.1650E-03  18.53   9.23 0.510 17.744606 15.785894 15.197020 14.928166 15.017922 -.133957E+04 -.536188E+04    69.87  112.02     1.678255     0.151367     2.50824308    0.19632700    9.37127018     6     0 587736477052305564    1.83
243982 213.01325989  5.85837555 0.000000 0.0000E+00  12.26   5.61 0.787 18.757030 17.543404 17.284073 17.339806 16.974661 -.342619E+02 -.167364E+03    27.29  174.22     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587730021715018016    0.00
  9084 213.05302429  8.66183758 0.024115 0.1603E-03  25.41  12.46 0.905 16.308712 14.545179 13.868375 13.584723 13.721914 -.400780E+05 -.183606E+05    85.02   24.15     5.811401     1.047074     1.71965301    2.85324407   14.21117306    22     0 588017991230357545    0.72
241198 213.08781433  8.50859737 0.023239 0.1630E-03  19.42   6.77 0.491 16.651154 14.847132 14.018989 13.604821 13.351932 -.263029E+05 -.734971E+04    92.22  172.00     1.221464     5.356445     0.07358200    0.05304400   32.08010864    17     0 587736542017355819    1.49
249123 213.09448242  8.42642212 0.000000 0.0000E+00   8.09   2.47 0.671 19.313339 18.148844 17.566027 17.616026 18.222256 -.382740E+03 -.179849E+03    21.81  123.83     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542017355851    0.00
249124 213.13836670  6.45167065 0.000000 0.0000E+00   9.31   4.31 0.909 17.359062 16.129871 15.620531 15.311397 15.187448 -.249719E+04 -.377856E+04    31.20   19.68     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736524835586276    0.00
249125 213.15205383  9.73953056 0.025546 0.1086E-03   9.82   4.96 0.473 18.212770 17.845938 17.456646 17.393011 17.251444 -.542787E+02 -.354099E+03    32.05   57.70     1.696872     0.048828    26.36035919    0.69157201    8.88260937     6     0 587736543627968909    1.44
  9093 213.15798950 12.02018070 0.038052 0.1835E-03  17.80   7.08 0.329 17.332035 15.997390 15.542856 15.277183 15.348786 -.864664E+03 -.387652E+04    78.48  162.63     1.672640     0.053711     5.88868189    0.19501200   30.25975609     8     0 587736479199789261    2.06
249126 213.18873596  9.55220318 0.024114 0.8292E-04   8.57   4.13 0.565 18.090523 17.121271 16.825270 16.645515 16.648790 -.988074E+02 -.106191E+04    29.58   71.64     1.694328     0.024414    23.16647720    0.37469199   14.91637802     6     0 588017992304164992    0.09
240174 213.24398804  9.92110062 0.023596 0.9298E-04  16.64   7.92 0.757 16.567842 14.958817 14.350687 14.023103 13.850195 -.151445E+05 -.183210E+05    64.98  102.16     2.088673     0.014648    58.93372345    0.48954201  170.14535522    18   512 588017992841035819    0.81
240176 213.27259827  8.63187885 0.024520 0.1687E-03   9.54   4.04 0.350 17.331697 15.769770 15.047334 14.659736 14.356788 -.908058E+03 -.872835E+04    47.46  170.03     1.795506     0.034180     6.26802397    0.12695099   82.12559509     6     0 588017991230488742    1.86
240179 213.28427124  8.61888218 0.000000 0.0000E+00  13.01   6.24 0.875 16.976122 15.750990 15.366580 15.127046 15.091779 -.112002E+04 -.372713E+04    48.06  154.63     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017991230488589    0.00
240183 213.36393738  8.98082924 0.000000 0.0000E+00  19.73   9.07 0.279 16.341543 15.095447 14.655367 14.372752 14.480164 -.811774E+03 -.627650E+04    85.52  153.53     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 587736542554292517    0.00
244005 213.40541077  6.16829157 0.056757 0.1817E-03  10.71   4.51 0.532 17.092751 15.933547 15.411567 15.108852 14.918362 -.113800E+04 -.544524E+04    46.05    1.43     2.569792     0.047682    12.13228416    0.21041100    6.50925303     6     0 587736524298846452    0.16
249127 213.41656494  8.59193325 0.035689 0.7673E-04   9.73   4.92 0.843 17.421438 16.313519 15.946303 15.725035 15.583569 -.400162E+03 -.433579E+04    31.76   39.09     1.671656     0.024414    19.25195885    0.28421101   30.36609268     7     0 587736542017487005    1.14
241967 213.44050598  8.21869564 0.000000 0.0000E+00  17.89   5.91 0.682 16.575556 14.691867 13.992429 13.647994 13.640655 -.257712E+05 -.124352E+05    85.87   69.47     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017990693683251    0.00
243890 213.46986389  7.82589865 0.000000 0.0000E+00   9.29   3.59 0.209 18.555109 17.453171 17.124870 16.916885 16.922508 -.823035E+02 -.584253E+03    34.28   27.38     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017990156812442    0.00
240190 213.49996948  9.76648998 0.028258 0.8074E-04   8.57   3.91 0.693 18.995947 17.765282 17.503433 17.351965 17.431000 -.104546E+03 -.313985E+03    25.42  155.27     1.559785     0.024414    42.00461197    0.59376597    7.62688780     6     0 587736543628099691    8.89
  9111 213.58694458  7.51590157 0.024791 0.9974E-04  26.29   9.64 0.706 15.955099 14.356583 13.707421 13.377565 13.203651 -.161326E+05 -.853348E+04   117.58   70.31     2.461669     0.014648    35.27726746    0.30426201   76.55836487     6     0 587730023862698049    0.55
241082 213.59693909 10.57933426 0.028342 0.7239E-04  12.49   5.30 0.193 17.859013 16.897360 16.398794 16.167795 16.030478 -.167150E+03 -.133573E+04    60.07  150.15     1.610961     0.014648    47.28525162    0.54505998   66.17472076     6     0 588017702944899318    1.05
244013 213.59962463  6.10314417 0.058580 0.8117E-04  12.22   6.04 0.837 17.306885 16.215847 15.923850 15.663536 15.813743 -.444416E+04 -.258710E+04    39.87   21.82     1.888911     0.014648    33.96793365    0.38368201    7.01552486     6     0 587736524298911964    0.36
243830 213.68145752 10.07365417 0.000000 0.0000E+00   8.06   4.45 0.513 28.460571 20.488586 19.472290 30.381971 27.993496 -.107118E+01 -.348323E+01    16.22  109.91     0.000000     0.000000     0.00000000    0.00000000    0.00000000     0    -9 588017702408094165    0.00
244019 213.71224976 11.84074211 0.024248 0.1037E-03   7.47   3.31 0.524 18.869467 18.028498 17.726868 17.619419 17.623470 -.128404E+02 -.282628E+03    21.87    5.15     1.635613     0.039062    23.04627800    0.61256897   14.83817863     6 65536 588017704555512123    0.68
244022 213.76797485  6.22348785 0.024243 0.7850E-04  10.05   4.42 0.796 17.356525 16.359800 15.985193 15.832858 15.901584 -.137175E+04 -.274862E+04    31.64  162.64     1.643309     0.014648    42.39271545    0.47451100   51.55566025     6     0 587730022252216507    0.49
249128 213.80436707  8.78201103 0.029270 0.9359E-04  13.65   7.42 0.600 17.866922 16.211069 15.765476 15.453587 15.560136 -.171305E+04 -.199063E+04    44.25   24.92     1.600374     0.024414    16.77321815    0.27038899   40.91601181     6     0 588017991230685339    0.75
249129 213.80833435  8.84361458 0.058028 0.7913E-04   7.36   3.45 0.635 17.881659 16.706337 16.305363 16.036882 16.055929 -.170932E+04 -.295343E+04    25.76  147.96     1.957049     0.024414    28.16860962    0.32736599    3.17438412     6     0 587736542554489109    0.01
240211 213.81570435 11.28754902 0.036649 0.7311E-04  14.96   6.59 0.990 17.410471 16.095720 15.723139 15.585144 15.892889 -.171114E+04 -.279391E+04    44.69  128.48     1.573842     0.014648    28.56223679    0.39834699   33.91174698     7     0 588017704018706503    0.47
241199 213.85006714  8.01115322 0.024914 0.9614E-04  17.32   7.34 0.284 17.535095 15.886164 15.376562 15.079839 14.954484 -.251378E+03 -.308797E+04    77.33   89.70     1.686022     0.034180    12.58350754    0.23667400   12.04582024     6     0 587736541480812784    0.26
244026 213.90983582 11.94075108 0.053885 0.8095E-04   7.76   3.48 0.385 16.807777 15.802411 15.633414 15.416948 15.406351 -.171331E+04 -.458957E+04    35.58   52.94     2.001593     0.014648    50.73418808    0.40729901   77.48348236     7     0 587736479200116823    0.66
713955 213.95800781 10.25388527 0.024449 0.1910E-03   9.99   5.00 0.872 18.531370 17.290552 16.888432 16.589243 16.549492 -.230817E+02 -.649548E+03    27.18   95.40     1.318840     0.268555     1.80181503    0.28616700    8.37058830     6     0 587736477052764425    0.32
249130 213.95982361 10.96130562 0.016351 0.1126E-03   8.28   3.14 0.611 18.479736 17.374590 16.943806 16.687109 16.640448 -.186920E+03 -.497960E+03    26.00   75.15     1.542530     0.024414    26.40188980    0.40002301   42.27252579     6 65536 588017703481901187    0.66
243887 213.97839355  7.76457405 0.043568 0.1050E-03   9.25   3.96 0.617 18.629995 17.561771 17.134325 16.865019 16.759840 -.275460E+02 -.312946E+03    27.51   28.15     1.623209     0.078125     6.72461700    0.29532400   23.14544868     6     0 588017990157074653    0.52
249131 214.07521057 10.89440727 0.033243 0.2466E-03  10.30   4.44 0.444 19.045897 17.875383 17.619432 17.567505 17.342157 -.215353E+03 -.696963E+02    25.48   12.88     1.327424     0.073242     6.81489611    0.34725100   45.64876175    29  4096 588017703481966819    1.33
240222 214.08300781  8.29345703 0.024394 0.1807E-03  21.71   7.81 0.613 16.791536 14.425417 13.572296 13.153738 12.855961 -.395693E+05 -.612119E+04   112.11   19.75     2.756653     0.220748     1.26562297    0.08139100   23.13843536    30     0 588017990693945436    0.55
244036 214.09176636  6.30975485 0.020619 0.1062E-03   7.28   3.24 0.891 18.583700 17.465422 16.984518 16.713978 16.508291 -.473696E+02 -.117623E+04    21.07  119.21     1.675510     0.053711    11.79223919    0.34163901   22.48031998     7     0 587730022252347523    0.40
244038 214.13748169  6.58929443 0.056466 0.1619E-03   7.65   3.03 0.589 18.267292 16.830532 16.148245 15.748485 15.413778 -.226441E+04 -.113035E+04    30.69  132.55     2.831340     0.102304     5.59029293    0.17981701   16.88217735     6   256 587730022789218458    0.46
  9134 214.14671326  9.98552227 0.037272 0.1520E-03  21.93   9.11 0.679 16.918404 15.378761 14.825618 14.572639 14.584205 -.428236E+04 -.513655E+04    83.45   20.73     1.609656     0.073242     3.48755598    0.14770000    8.67823982     6     0 588017702408290514    2.29
